"Sample ID","dataset_uri","display_name","Dataset Summary"
"MBSMPL0020-6-1054","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1055","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1056","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1057","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1058","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1059","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-106","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1060","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1061","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1062","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1063","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1064","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1065","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1066","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1067","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1068","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1069","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-107","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1070","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1071","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1072","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1073","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1074","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1075","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1076","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1077","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1078","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1079","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-108","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1080","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1081","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1082","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1083","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1084","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1085","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1086","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1087","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1088","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1089","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-109","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1090","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1091","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1092","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1093","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1094","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1095","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1096","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1097","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1098","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1099","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-11","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-110","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1100","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1101","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1102","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1103","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1104","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1105","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1106","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1107","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1108","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1109","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-111","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1110","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1111","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1112","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1113","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1114","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1115","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1116","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1117","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1118","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1119","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-112","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1120","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1121","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1122","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1123","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1124","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1125","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1126","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1127","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1128","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1129","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-113","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1130","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1131","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1132","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1133","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1134","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1135","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1136","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1137","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1138","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1139","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-114","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1140","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1141","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1142","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1143","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1144","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1145","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1146","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1147","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1148","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1149","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-115","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1150","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1151","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1152","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1153","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1154","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1155","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1156","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1157","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1158","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1159","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-116","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1160","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1161","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1162","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1163","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1164","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1165","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1166","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1167","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1168","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1169","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-117","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1170","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1171","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1172","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1173","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
"MBSMPL0020-6-1174","record/dataset/DS_b17cff2c2d","ECAM","Early life microbiome in context of antibiotic exposures, cesarean section, and formula feeding"
